pokedex_id,sprite,pokemon_name,pokemon_weight,pokemon_height,speed,special_defense,special_attack,defense,attack,hp,pokemon_type1,pokemon_type2,base_hapiness,color_group,egg_group,generation,shape
466,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png"" width=""60"" >",electivire,1386.0,18.0,95.0,85.0,95.0,67.0,123.0,75.0,electric,,70.0,yellow,humanshape,generation-iv,upright
467,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png"" width=""60"" >",magmortar,680.0,16.0,83.0,95.0,125.0,67.0,95.0,75.0,fire,,70.0,red,humanshape,generation-iv,upright
468,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png"" width=""60"" >",togekiss,380.0,15.0,80.0,115.0,120.0,95.0,50.0,85.0,flying,fairy,70.0,white,fairy,generation-iv,wings
469,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png"" width=""60"" >",yanmega,515.0,19.0,95.0,56.0,116.0,86.0,76.0,86.0,flying,bug,70.0,green,bug,generation-iv,bug-wings
470,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png"" width=""60"" >",leafeon,255.0,10.0,95.0,65.0,60.0,130.0,110.0,65.0,grass,,35.0,green,ground,generation-iv,quadruped
471,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png"" width=""60"" >",glaceon,259.0,8.0,65.0,95.0,130.0,110.0,60.0,65.0,ice,,35.0,blue,ground,generation-iv,quadruped
472,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png"" width=""60"" >",gliscor,425.0,20.0,95.0,75.0,45.0,125.0,95.0,75.0,flying,ground,70.0,purple,bug,generation-iv,wings
473,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png"" width=""60"" >",mamoswine,2910.0,25.0,80.0,60.0,70.0,80.0,130.0,110.0,ground,ice,70.0,brown,ground,generation-iv,quadruped
474,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png"" width=""60"" >",porygon-z,340.0,9.0,90.0,75.0,135.0,70.0,80.0,85.0,normal,,70.0,red,mineral,generation-iv,arms
475,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png"" width=""60"" >",gallade,520.0,16.0,80.0,115.0,65.0,65.0,125.0,68.0,fighting,psychic,35.0,white,indeterminate,generation-iv,humanoid
476,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png"" width=""60"" >",probopass,3400.0,14.0,40.0,150.0,75.0,145.0,55.0,60.0,steel,rock,70.0,gray,mineral,generation-iv,heads
477,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png"" width=""60"" >",dusknoir,1066.0,22.0,45.0,135.0,65.0,135.0,100.0,45.0,ghost,,35.0,black,indeterminate,generation-iv,arms
478,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png"" width=""60"" >",froslass,266.0,13.0,110.0,70.0,80.0,70.0,80.0,70.0,ghost,ice,70.0,white,mineral,generation-iv,arms
479,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png"" width=""60"" >",rotom,3.0,3.0,91.0,77.0,95.0,77.0,50.0,50.0,ghost,electric,70.0,red,indeterminate,generation-iv,ball
480,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png"" width=""60"" >",uxie,3.0,3.0,95.0,130.0,75.0,130.0,75.0,75.0,psychic,,140.0,yellow,no-eggs,generation-iv,upright
481,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png"" width=""60"" >",mesprit,3.0,3.0,80.0,105.0,105.0,105.0,105.0,80.0,psychic,,140.0,pink,no-eggs,generation-iv,upright
482,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png"" width=""60"" >",azelf,3.0,3.0,115.0,70.0,125.0,70.0,125.0,75.0,psychic,,140.0,blue,no-eggs,generation-iv,upright
483,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png"" width=""60"" >",dialga,6830.0,54.0,90.0,100.0,150.0,120.0,120.0,100.0,dragon,steel,0.0,white,no-eggs,generation-iv,quadruped
484,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png"" width=""60"" >",palkia,3360.0,42.0,100.0,120.0,150.0,100.0,120.0,90.0,dragon,water,0.0,purple,no-eggs,generation-iv,upright
485,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png"" width=""60"" >",heatran,4300.0,17.0,77.0,106.0,130.0,106.0,90.0,91.0,steel,fire,100.0,brown,no-eggs,generation-iv,quadruped
486,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png"" width=""60"" >",regigigas,4200.0,37.0,100.0,110.0,80.0,110.0,160.0,110.0,normal,,0.0,white,no-eggs,generation-iv,humanoid
487,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png"" width=""60"" >",giratina-altered,7500.0,45.0,90.0,120.0,100.0,120.0,100.0,150.0,dragon,ghost,0.0,black,no-eggs,generation-iv,tentacles
488,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png"" width=""60"" >",cresselia,856.0,15.0,85.0,130.0,75.0,120.0,70.0,120.0,psychic,,100.0,yellow,no-eggs,generation-iv,squiggle
489,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png"" width=""60"" >",phione,31.0,4.0,80.0,80.0,80.0,80.0,80.0,80.0,water,,70.0,blue,fairy,generation-iv,arms
490,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png"" width=""60"" >",manaphy,14.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,water,,70.0,blue,fairy,generation-iv,humanoid
491,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png"" width=""60"" >",darkrai,505.0,15.0,125.0,90.0,135.0,90.0,90.0,70.0,dark,,0.0,black,no-eggs,generation-iv,humanoid
492,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png"" width=""60"" >",shaymin-land,21.0,2.0,100.0,100.0,100.0,100.0,100.0,100.0,grass,,100.0,green,no-eggs,generation-iv,quadruped
493,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png"" width=""60"" >",arceus,3200.0,32.0,120.0,120.0,120.0,120.0,120.0,120.0,normal,,0.0,white,no-eggs,generation-iv,quadruped
494,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png"" width=""60"" >",victini,40.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,fire,psychic,100.0,yellow,no-eggs,generation-v,humanoid
495,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png"" width=""60"" >",snivy,81.0,6.0,63.0,55.0,45.0,55.0,45.0,45.0,grass,,70.0,green,plant,generation-v,upright
496,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png"" width=""60"" >",servine,160.0,8.0,83.0,75.0,60.0,75.0,60.0,60.0,grass,,70.0,green,plant,generation-v,upright
497,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png"" width=""60"" >",serperior,630.0,33.0,113.0,95.0,75.0,95.0,75.0,75.0,grass,,70.0,green,plant,generation-v,squiggle
498,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png"" width=""60"" >",tepig,99.0,5.0,45.0,45.0,45.0,45.0,63.0,65.0,fire,,70.0,red,ground,generation-v,quadruped
499,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png"" width=""60"" >",pignite,555.0,10.0,55.0,55.0,70.0,55.0,93.0,90.0,fighting,fire,70.0,red,ground,generation-v,upright
500,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png"" width=""60"" >",emboar,1500.0,16.0,65.0,65.0,100.0,65.0,123.0,110.0,fighting,fire,70.0,red,ground,generation-v,upright
501,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png"" width=""60"" >",oshawott,59.0,5.0,45.0,45.0,63.0,45.0,55.0,55.0,water,,70.0,blue,ground,generation-v,upright
502,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png"" width=""60"" >",dewott,245.0,8.0,60.0,60.0,83.0,60.0,75.0,75.0,water,,70.0,blue,ground,generation-v,upright
503,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png"" width=""60"" >",samurott,946.0,15.0,70.0,70.0,108.0,85.0,100.0,95.0,water,,70.0,blue,ground,generation-v,quadruped
504,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png"" width=""60"" >",patrat,116.0,5.0,42.0,39.0,35.0,39.0,55.0,45.0,normal,,70.0,brown,ground,generation-v,quadruped
505,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png"" width=""60"" >",watchog,270.0,11.0,77.0,69.0,60.0,69.0,85.0,60.0,normal,,70.0,brown,ground,generation-v,upright
506,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png"" width=""60"" >",lillipup,41.0,4.0,55.0,45.0,25.0,45.0,60.0,45.0,normal,,70.0,brown,ground,generation-v,quadruped
507,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png"" width=""60"" >",herdier,147.0,9.0,60.0,65.0,35.0,65.0,80.0,65.0,normal,,70.0,gray,ground,generation-v,quadruped
508,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png"" width=""60"" >",stoutland,610.0,12.0,80.0,90.0,45.0,90.0,110.0,85.0,normal,,70.0,gray,ground,generation-v,quadruped
509,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png"" width=""60"" >",purrloin,101.0,4.0,66.0,37.0,50.0,37.0,50.0,41.0,dark,,70.0,purple,ground,generation-v,quadruped
510,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png"" width=""60"" >",liepard,375.0,11.0,106.0,50.0,88.0,50.0,88.0,64.0,dark,,70.0,purple,ground,generation-v,quadruped
511,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png"" width=""60"" >",pansage,105.0,6.0,64.0,48.0,53.0,48.0,53.0,50.0,grass,,70.0,green,ground,generation-v,upright
512,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png"" width=""60"" >",simisage,305.0,11.0,101.0,63.0,98.0,63.0,98.0,75.0,grass,,70.0,green,ground,generation-v,upright
513,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png"" width=""60"" >",pansear,110.0,6.0,64.0,48.0,53.0,48.0,53.0,50.0,fire,,70.0,red,ground,generation-v,upright
514,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png"" width=""60"" >",simisear,280.0,10.0,101.0,63.0,98.0,63.0,98.0,75.0,fire,,70.0,red,ground,generation-v,upright
515,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png"" width=""60"" >",panpour,135.0,6.0,64.0,48.0,53.0,48.0,53.0,50.0,water,,70.0,blue,ground,generation-v,upright
516,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png"" width=""60"" >",simipour,290.0,10.0,101.0,63.0,98.0,63.0,98.0,75.0,water,,70.0,blue,ground,generation-v,upright
517,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png"" width=""60"" >",munna,233.0,6.0,24.0,55.0,67.0,45.0,25.0,76.0,psychic,,70.0,pink,ground,generation-v,quadruped
518,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png"" width=""60"" >",musharna,605.0,11.0,29.0,95.0,107.0,85.0,55.0,116.0,psychic,,70.0,pink,ground,generation-v,humanoid
519,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png"" width=""60"" >",pidove,21.0,3.0,43.0,30.0,36.0,50.0,55.0,50.0,flying,normal,70.0,gray,flying,generation-v,wings
520,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png"" width=""60"" >",tranquill,150.0,6.0,65.0,42.0,50.0,62.0,77.0,62.0,flying,normal,70.0,gray,flying,generation-v,wings
521,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png"" width=""60"" >",unfezant,290.0,12.0,93.0,55.0,65.0,80.0,115.0,80.0,flying,normal,70.0,gray,flying,generation-v,wings
522,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png"" width=""60"" >",blitzle,298.0,8.0,76.0,32.0,50.0,32.0,60.0,45.0,electric,,70.0,black,ground,generation-v,quadruped
523,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png"" width=""60"" >",zebstrika,795.0,16.0,116.0,63.0,80.0,63.0,100.0,75.0,electric,,70.0,black,ground,generation-v,quadruped
524,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png"" width=""60"" >",roggenrola,180.0,4.0,15.0,25.0,25.0,85.0,75.0,55.0,rock,,70.0,blue,mineral,generation-v,legs
525,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png"" width=""60"" >",boldore,1020.0,9.0,20.0,40.0,50.0,105.0,105.0,70.0,rock,,70.0,blue,mineral,generation-v,tentacles
526,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png"" width=""60"" >",gigalith,2600.0,17.0,25.0,80.0,60.0,130.0,135.0,85.0,rock,,70.0,blue,mineral,generation-v,tentacles
527,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png"" width=""60"" >",woobat,21.0,4.0,72.0,43.0,55.0,43.0,45.0,65.0,flying,psychic,70.0,blue,ground,generation-v,wings
528,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png"" width=""60"" >",swoobat,105.0,9.0,114.0,55.0,77.0,55.0,57.0,67.0,flying,psychic,70.0,blue,ground,generation-v,wings
529,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png"" width=""60"" >",drilbur,85.0,3.0,68.0,45.0,30.0,40.0,85.0,60.0,ground,,70.0,gray,ground,generation-v,upright
530,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png"" width=""60"" >",excadrill,404.0,7.0,88.0,65.0,50.0,60.0,135.0,110.0,steel,ground,70.0,gray,ground,generation-v,humanoid
531,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png"" width=""60"" >",audino,310.0,11.0,50.0,86.0,60.0,86.0,60.0,103.0,normal,,70.0,pink,fairy,generation-v,upright
532,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png"" width=""60"" >",timburr,125.0,6.0,35.0,35.0,25.0,55.0,80.0,75.0,fighting,,70.0,gray,humanshape,generation-v,humanoid
533,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png"" width=""60"" >",gurdurr,400.0,12.0,40.0,50.0,40.0,85.0,105.0,85.0,fighting,,70.0,gray,humanshape,generation-v,humanoid
534,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png"" width=""60"" >",conkeldurr,870.0,14.0,45.0,65.0,55.0,95.0,140.0,105.0,fighting,,70.0,brown,humanshape,generation-v,humanoid
535,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png"" width=""60"" >",tympole,45.0,5.0,64.0,40.0,50.0,40.0,50.0,50.0,water,,70.0,blue,water1,generation-v,fish
536,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png"" width=""60"" >",palpitoad,170.0,8.0,69.0,55.0,65.0,55.0,65.0,75.0,ground,water,70.0,blue,water1,generation-v,upright
537,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png"" width=""60"" >",seismitoad,620.0,15.0,74.0,75.0,85.0,75.0,95.0,105.0,ground,water,70.0,blue,water1,generation-v,humanoid
538,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png"" width=""60"" >",throh,555.0,13.0,45.0,85.0,30.0,85.0,100.0,120.0,fighting,,70.0,red,humanshape,generation-v,humanoid
539,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png"" width=""60"" >",sawk,510.0,14.0,85.0,75.0,30.0,75.0,125.0,75.0,fighting,,70.0,blue,humanshape,generation-v,humanoid
540,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png"" width=""60"" >",sewaddle,25.0,3.0,42.0,60.0,40.0,70.0,53.0,45.0,grass,bug,70.0,yellow,bug,generation-v,armor
541,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png"" width=""60"" >",swadloon,73.0,5.0,42.0,80.0,50.0,90.0,63.0,55.0,grass,bug,70.0,green,bug,generation-v,arms
542,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png"" width=""60"" >",leavanny,205.0,12.0,92.0,80.0,70.0,80.0,103.0,75.0,grass,bug,70.0,yellow,bug,generation-v,humanoid
543,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png"" width=""60"" >",venipede,53.0,4.0,57.0,39.0,30.0,59.0,45.0,30.0,poison,bug,70.0,red,bug,generation-v,armor
544,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png"" width=""60"" >",whirlipede,585.0,12.0,47.0,79.0,40.0,99.0,55.0,40.0,poison,bug,70.0,gray,bug,generation-v,ball
545,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png"" width=""60"" >",scolipede,2005.0,25.0,112.0,69.0,55.0,89.0,100.0,60.0,poison,bug,70.0,red,bug,generation-v,armor
546,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png"" width=""60"" >",cottonee,6.0,3.0,66.0,50.0,37.0,60.0,27.0,40.0,fairy,grass,70.0,green,plant,generation-v,ball
547,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png"" width=""60"" >",whimsicott,66.0,7.0,116.0,75.0,77.0,85.0,67.0,60.0,fairy,grass,70.0,green,plant,generation-v,humanoid
548,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png"" width=""60"" >",petilil,66.0,5.0,30.0,50.0,70.0,50.0,35.0,45.0,grass,,70.0,green,plant,generation-v,blob
549,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png"" width=""60"" >",lilligant,163.0,11.0,90.0,75.0,110.0,75.0,60.0,70.0,grass,,70.0,green,plant,generation-v,blob
550,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png"" width=""60"" >",basculin-red-striped,180.0,10.0,98.0,55.0,80.0,65.0,92.0,70.0,water,,70.0,green,water2,generation-v,fish
551,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png"" width=""60"" >",sandile,152.0,7.0,65.0,35.0,35.0,35.0,72.0,50.0,dark,ground,70.0,brown,ground,generation-v,quadruped
552,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png"" width=""60"" >",krokorok,334.0,10.0,74.0,45.0,45.0,45.0,82.0,60.0,dark,ground,70.0,brown,ground,generation-v,quadruped
553,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png"" width=""60"" >",krookodile,963.0,15.0,92.0,70.0,65.0,80.0,117.0,95.0,dark,ground,70.0,red,ground,generation-v,upright
554,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png"" width=""60"" >",darumaka,375.0,6.0,50.0,45.0,15.0,45.0,90.0,70.0,fire,,70.0,red,ground,generation-v,humanoid
555,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png"" width=""60"" >",darmanitan-standard,929.0,13.0,95.0,55.0,30.0,55.0,140.0,105.0,fire,,70.0,red,ground,generation-v,quadruped
556,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png"" width=""60"" >",maractus,280.0,10.0,60.0,67.0,106.0,67.0,86.0,75.0,grass,,70.0,green,plant,generation-v,blob
557,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png"" width=""60"" >",dwebble,145.0,3.0,55.0,35.0,35.0,85.0,65.0,50.0,rock,bug,70.0,red,mineral,generation-v,armor
558,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png"" width=""60"" >",crustle,2000.0,14.0,45.0,75.0,65.0,125.0,105.0,70.0,rock,bug,70.0,red,mineral,generation-v,armor
559,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png"" width=""60"" >",scraggy,118.0,6.0,48.0,70.0,35.0,70.0,75.0,50.0,fighting,dark,35.0,yellow,dragon,generation-v,upright
560,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png"" width=""60"" >",scrafty,300.0,11.0,58.0,115.0,45.0,115.0,90.0,65.0,fighting,dark,70.0,red,dragon,generation-v,upright
561,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png"" width=""60"" >",sigilyph,140.0,14.0,97.0,80.0,103.0,80.0,58.0,72.0,flying,psychic,70.0,black,flying,generation-v,wings
562,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png"" width=""60"" >",yamask,15.0,5.0,30.0,65.0,55.0,85.0,30.0,38.0,ghost,,70.0,black,indeterminate,generation-v,arms
563,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png"" width=""60"" >",cofagrigus,765.0,17.0,30.0,105.0,95.0,145.0,50.0,58.0,ghost,,70.0,yellow,indeterminate,generation-v,blob
564,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png"" width=""60"" >",tirtouga,165.0,7.0,22.0,45.0,53.0,103.0,78.0,54.0,rock,water,70.0,blue,water3,generation-v,quadruped
565,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png"" width=""60"" >",carracosta,810.0,12.0,32.0,65.0,83.0,133.0,108.0,74.0,rock,water,70.0,blue,water3,generation-v,upright
566,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png"" width=""60"" >",archen,95.0,5.0,70.0,45.0,74.0,45.0,112.0,55.0,flying,rock,70.0,yellow,water3,generation-v,wings
567,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png"" width=""60"" >",archeops,320.0,14.0,110.0,65.0,112.0,65.0,140.0,75.0,flying,rock,70.0,yellow,water3,generation-v,wings
568,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png"" width=""60"" >",trubbish,310.0,6.0,65.0,62.0,40.0,62.0,50.0,50.0,poison,,70.0,green,mineral,generation-v,humanoid
569,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png"" width=""60"" >",garbodor,1073.0,19.0,75.0,82.0,60.0,82.0,95.0,80.0,poison,,70.0,green,mineral,generation-v,humanoid
570,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png"" width=""60"" >",zorua,125.0,7.0,65.0,40.0,80.0,40.0,65.0,40.0,dark,,70.0,gray,ground,generation-v,quadruped
571,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png"" width=""60"" >",zoroark,811.0,16.0,105.0,60.0,120.0,60.0,105.0,60.0,dark,,70.0,gray,ground,generation-v,upright
572,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png"" width=""60"" >",minccino,58.0,4.0,75.0,40.0,40.0,40.0,50.0,55.0,normal,,70.0,gray,ground,generation-v,quadruped
573,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png"" width=""60"" >",cinccino,75.0,5.0,115.0,60.0,65.0,60.0,95.0,75.0,normal,,70.0,gray,ground,generation-v,quadruped
574,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png"" width=""60"" >",gothita,58.0,4.0,45.0,65.0,55.0,50.0,30.0,45.0,psychic,,70.0,purple,humanshape,generation-v,humanoid
575,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png"" width=""60"" >",gothorita,180.0,7.0,55.0,85.0,75.0,70.0,45.0,60.0,psychic,,70.0,purple,humanshape,generation-v,humanoid
576,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png"" width=""60"" >",gothitelle,440.0,15.0,65.0,110.0,95.0,95.0,55.0,70.0,psychic,,70.0,purple,humanshape,generation-v,humanoid
577,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png"" width=""60"" >",solosis,10.0,3.0,20.0,50.0,105.0,40.0,30.0,45.0,psychic,,70.0,green,indeterminate,generation-v,ball
578,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png"" width=""60"" >",duosion,80.0,6.0,30.0,60.0,125.0,50.0,40.0,65.0,psychic,,70.0,green,indeterminate,generation-v,ball
579,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png"" width=""60"" >",reuniclus,201.0,10.0,30.0,85.0,125.0,75.0,65.0,110.0,psychic,,70.0,green,indeterminate,generation-v,arms
580,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png"" width=""60"" >",ducklett,55.0,5.0,55.0,50.0,44.0,50.0,44.0,62.0,flying,water,70.0,blue,flying,generation-v,wings
581,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png"" width=""60"" >",swanna,242.0,13.0,98.0,63.0,87.0,63.0,87.0,75.0,flying,water,70.0,white,flying,generation-v,wings
582,"<img src=""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png"" width=""60"" >",vanillite,57.0,4.0,44.0,60.0,65.0,50.0,50.0,36.0,ice,,70.0,white,mineral,generation-v,blob
